"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.053381617E1,8.102630615E0,2.197394562E1,-4.476162720E1,5.051841425E1
1.054378917E1,8.008499146E0,2.200235748E1,-4.476119995E1,5.051539186E1
1.055376217E1,7.811073303E0,2.187902069E1,-4.465695190E1,5.033833297E1
1.056373517E1,7.596000671E0,2.183181763E1,-4.475143433E1,5.036882331E1
1.057370817E1,7.280029297E0,2.179875946E1,-4.465878296E1,5.022540827E1
1.058368217E1,7.197784424E0,2.208026886E1,-4.515359497E1,5.077591469E1
1.059365517E1,6.851394653E0,2.204899597E1,-4.477731323E1,5.037963490E1
1.060362817E1,6.700881958E0,2.213367462E1,-4.475573730E1,5.037735000E1
1.061360117E1,6.492408752E0,2.216549683E1,-4.504876709E1,5.062461889E1
1.062357517E1,6.480560303E0,2.226668549E1,-4.515982056E1,5.076625195E1
1.063354817E1,6.353981018E0,2.221496582E1,-4.524127197E1,5.080010306E1
1.064352117E1,6.156852722E0,2.198109436E1,-4.543045044E1,5.084290680E1
1.065349417E1,6.106483459E0,2.194200897E1,-4.512445068E1,5.054658196E1
1.066346717E1,6.089874268E0,2.193537140E1,-4.526159668E1,5.066418085E1
1.067344117E1,5.774116516E0,2.183023834E1,-4.526397705E1,5.058386448E1
1.068341417E1,5.544631958E0,2.205647278E1,-4.528494263E1,5.067501321E1
1.069338717E1,5.368461609E0,2.207482910E1,-4.543771362E1,5.080063267E1
1.070336017E1,5.364868164E0,2.195805359E1,-4.538882446E1,5.070585088E1
1.071333317E1,5.267227173E0,2.196076965E1,-4.534677124E1,5.065914279E1
1.072330717E1,5.147247314E0,2.195426941E1,-4.523254395E1,5.054173653E1
1.073328017E1,5.183914185E0,2.156030273E1,-4.547186279E1,5.059061105E1
1.074325317E1,5.428977966E0,2.139279175E1,-4.530203247E1,5.039245466E1
1.075322617E1,4.982681274E0,2.161830902E1,-4.562481689E1,5.073265530E1
1.076319917E1,4.948135376E0,2.160125732E1,-4.575518799E1,5.083931146E1
1.077317317E1,4.992050171E0,2.120130157E1,-4.556735229E1,5.050543880E1
1.078314617E1,5.219581604E0,2.144015503E1,-4.546640015E1,5.053828076E1
1.079311917E1,5.083168030E0,2.116036224E1,-4.577551270E1,5.068527488E1
1.080309217E1,5.063056946E0,2.125348663E1,-4.563937378E1,5.059938417E1
1.081306517E1,5.132072449E0,2.123690796E1,-4.583255005E1,5.077368483E1
1.082303967E1,5.282203674E0,2.134274292E1,-4.593698120E1,5.092760148E1
1.083301267E1,5.242111206E0,2.143471527E1,-4.578329468E1,5.082358527E1
1.084298567E1,5.228576660E0,2.119667053E1,-4.581216431E1,5.074831282E1
1.085295867E1,5.467819214E0,2.143071747E1,-4.594018555E1,5.098699193E1
1.086293167E1,5.415061951E0,2.150159454E1,-4.569342041E1,5.078907493E1
1.087290567E1,5.419326782E0,2.131384277E1,-4.539968872E1,5.044581977E1
1.088287867E1,5.312927246E0,2.105697632E1,-4.570394897E1,5.060113042E1
1.089285167E1,5.304824829E0,2.125271606E1,-4.560430908E1,5.059221396E1
1.090282467E1,5.323593140E0,2.109209442E1,-4.596524048E1,5.085292935E1
1.091279767E1,5.032798767E0,2.097694397E1,-4.586703491E1,5.068674514E1
1.092277167E1,4.874900818E0,2.077682495E1,-4.592852783E1,5.064455333E1
1.093274467E1,4.944648743E0,2.071985626E1,-4.594390869E1,5.064192671E1
1.094271767E1,4.898796082E0,2.074172211E1,-4.617526245E1,5.085638703E1
1.095269067E1,4.670310974E0,2.086042023E1,-4.607705688E1,5.079433145E1
1.096266367E1,4.565269470E0,2.077989197E1,-4.621102905E1,5.087341940E1
1.097263767E1,4.481132507E0,2.092842865E1,-4.628356934E1,5.099263148E1
1.098261067E1,4.532234192E0,2.100247955E1,-4.620999146E1,5.096085365E1
1.099258367E1,4.626136780E0,2.073441315E1,-4.630242920E1,5.094341940E1
1.100255667E1,4.322494507E0,2.082953644E1,-4.633441162E1,5.098461775E1
1.101252967E1,4.274543762E0,2.069967651E1,-4.625628662E1,5.085658644E1
1.102250367E1,4.224327087E0,2.080341339E1,-4.634823608E1,5.097828887E1
1.103247667E1,4.191627502E0,2.077241516E1,-4.627545166E1,5.089676217E1
1.104244967E1,4.422317505E0,2.066759491E1,-4.612356567E1,5.073548740E1
1.105242267E1,4.177886963E0,2.063435364E1,-4.609851074E1,5.067843705E1
1.106239667E1,3.881111145E0,2.075098419E1,-4.623315430E1,5.082490457E1
1.107236967E1,4.138305664E0,2.087342834E1,-4.614160156E1,5.081213417E1
1.108234267E1,4.264122009E0,2.073913574E1,-4.633172607E1,5.094038996E1
1.109231567E1,4.261238098E0,2.067565155E1,-4.638546753E1,5.096324475E1
1.110228867E1,4.261238098E0,2.067565155E1,-4.638546753E1,5.096324475E1
1.111226267E1,4.020698547E0,2.066883850E1,-4.617041016E1,5.074518377E1
1.112223567E1,4.049591064E0,2.075358582E1,-4.629315186E1,5.089367761E1
1.113220867E1,4.043441772E0,2.078666687E1,-4.632550049E1,5.093610641E1
1.114218167E1,3.933113098E0,2.083576202E1,-4.622622681E1,5.085727482E1
1.115215467E1,3.781623840E0,2.096322632E1,-4.655026245E1,5.119262125E1
1.116212867E1,3.755714417E0,2.056058502E1,-4.627682495E1,5.077782562E1
1.117210167E1,3.978538513E0,2.068016052E1,-4.641217041E1,5.096653186E1
1.118207467E1,3.895584106E0,2.081615448E1,-4.630780029E1,5.092052858E1
1.119204767E1,3.878257751E0,2.051463318E1,-4.644338989E1,5.092032524E1
1.120202067E1,3.508483887E0,2.076773834E1,-4.633444214E1,5.089684610E1
1.121199467E1,3.490821838E0,2.085797882E1,-4.601968384E1,5.064634654E1
1.122196767E1,3.620620728E0,2.084758759E1,-4.584542847E1,5.049291152E1
1.123194067E1,3.458419800E0,2.073017883E1,-4.613626099E1,5.069768791E1
1.124191367E1,3.372535706E0,2.070842743E1,-4.608666992E1,5.063787227E1
1.125188667E1,3.435371399E0,2.057576752E1,-4.614517212E1,5.064129634E1
1.126186067E1,3.295890808E0,2.066443634E1,-4.629586792E1,5.080540534E1
1.127183367E1,3.111557007E0,2.056478119E1,-4.635906982E1,5.081097684E1
1.128180667E1,3.184181213E0,2.062567902E1,-4.631756592E1,5.080230858E1
1.129177967E1,3.378013611E0,2.050148010E1,-4.630737305E1,5.075524072E1
1.130175267E1,3.226425171E0,2.038970947E1,-4.647778320E1,5.085601639E1
1.131172667E1,3.358314514E0,2.035492706E1,-4.617874146E1,5.057744057E1
1.132169967E1,3.121215820E0,2.040079498E1,-4.639959717E1,5.078244816E1
1.133167267E1,3.179443359E0,2.037101746E1,-4.671557617E1,5.106302252E1
1.134164567E1,2.790016174E0,2.005136871E1,-4.680950928E1,5.099972290E1
1.135161867E1,2.952865601E0,1.998495483E1,-4.688973999E1,5.105649372E1
1.136159267E1,3.040954590E0,1.997752380E1,-4.634786987E1,5.056158526E1
1.137156567E1,2.904289246E0,1.995399475E1,-4.681866455E1,5.097630972E1
1.138153867E1,2.652481079E0,1.988391876E1,-4.670349121E1,5.082934165E1
1.139151167E1,2.640678406E0,1.966627502E1,-4.644049072E1,5.050202703E1
1.140148467E1,2.680175781E0,1.988732910E1,-4.680236816E1,5.092298957E1
1.141145867E1,2.501106262E0,2.012951660E1,-4.655664062E1,5.078359733E1
1.142143167E1,2.545486450E0,2.009848022E1,-4.679229736E1,5.098968034E1
1.143140467E1,2.384933472E0,2.001803589E1,-4.673986816E1,5.090211140E1
1.144137767E1,2.197311401E0,1.993029022E1,-4.683303833E1,5.094485376E1
1.145135167E1,2.164344788E0,1.983788300E1,-4.668118286E1,5.076769468E1
1.146132467E1,2.398925781E0,1.993668365E1,-4.659869385E1,5.074115163E1
1.147129767E1,2.474334717E0,1.999612427E1,-4.641510010E1,5.059969205E1
1.148127067E1,2.550109863E0,1.989264679E1,-4.677365112E1,5.089199245E1
1.149124367E1,2.460884094E0,2.001963043E1,-4.633843994E1,5.053803092E1
1.150121767E1,2.602973938E0,1.971603394E1,-4.644204712E1,5.052089873E1
1.151119067E1,2.520294189E0,1.989548492E1,-4.663836670E1,5.076730692E1
1.152116367E1,2.436538696E0,2.000808716E1,-4.653784180E1,5.071519488E1
1.153113667E1,2.588172913E0,1.994583130E1,-4.663650513E1,5.078876289E1
1.154110967E1,2.749038696E0,1.986412048E1,-4.667550659E1,5.080101782E1
1.155108367E1,2.957992554E0,2.001036835E1,-4.651806641E1,5.072568446E1
1.156105667E1,3.165634155E0,1.987099457E1,-4.639425659E1,5.056980037E1
1.157102967E1,3.318809509E0,1.988577271E1,-4.654180908E1,5.072078908E1
1.158100267E1,3.229377747E0,1.984000397E1,-4.661251831E1,5.076200844E1
1.159097567E1,3.114265442E0,1.947737122E1,-4.635418701E1,5.037635648E1
1.160094967E1,3.383140564E0,1.950563049E1,-4.633935547E1,5.039098259E1
1.161092267E1,3.620201111E0,1.945845795E1,-4.621298218E1,5.027302620E1
1.162089567E1,3.615150452E0,1.913737488E1,-4.648806763E1,5.040286561E1
1.163086867E1,3.469177246E0,1.912004852E1,-4.685861206E1,5.072810829E1
1.164084167E1,3.217506409E0,1.936792755E1,-4.727011108E1,5.118527490E1
1.165081567E1,2.810844421E0,1.937007904E1,-4.699517822E1,5.090822708E1
1.166078867E1,2.624992371E0,1.929614258E1,-4.679016113E1,5.068087294E1
1.167076167E1,2.156494141E0,1.944005585E1,-4.672994995E1,5.065821217E1
1.168073467E1,2.050064087E0,1.929726410E1,-4.670336914E1,5.057461669E1
1.169070767E1,1.864677429E0,1.942730713E1,-4.685006714E1,5.075259673E1
1.170068167E1,1.252479553E0,1.928778076E1,-4.674954224E1,5.058761599E1
1.171065467E1,1.202018738E0,1.946616364E1,-4.695883179E1,5.084789335E1
1.172062767E1,1.165565491E0,1.943115234E1,-4.681097412E1,5.069709580E1
1.173060067E1,1.227363586E0,1.920316315E1,-4.655023193E1,5.037054684E1
1.174057367E1,1.328887939E0,1.922135925E1,-4.695996094E1,5.075888618E1
1.175054767E1,1.364448547E0,1.923125458E1,-4.678097534E1,5.059804864E1
1.176052067E1,1.262619019E0,1.930950928E1,-4.674365234E1,5.059071446E1
1.177049367E1,1.452140808E0,1.923543549E1,-4.675863647E1,5.058142719E1
1.178046667E1,1.505744934E0,1.945057678E1,-4.678598022E1,5.069043451E1
1.179044067E1,1.362228394E0,1.943340302E1,-4.667080688E1,5.057348153E1
1.180041367E1,1.363716125E0,1.946025848E1,-4.670156860E1,5.061223066E1
1.181038667E1,1.530662537E0,1.949697113E1,-4.681283569E1,5.073377964E1
1.182035967E1,1.331077576E0,1.965139771E1,-4.705850220E1,5.101423163E1
1.183033267E1,1.530899048E0,1.941556549E1,-4.673742676E1,5.063294279E1
1.184030667E1,1.778984070E0,1.952156830E1,-4.664410400E1,5.059573946E1
1.185027967E1,1.773704529E0,1.956771088E1,-4.676864624E1,5.072817371E1
1.186025267E1,2.002204895E0,1.929956055E1,-4.678372192E1,5.064778869E1
1.187022567E1,2.441482544E0,1.930756378E1,-4.703353882E1,5.090085097E1
1.188019867E1,2.621948242E0,1.911825562E1,-4.695190430E1,5.076281737E1
1.189017267E1,2.889007568E0,1.908372498E1,-4.704199219E1,5.084765435E1
1.190014567E1,2.976814270E0,1.899953461E1,-4.731842041E1,5.107716367E1
1.191011867E1,3.395538330E0,1.881016541E1,-4.720385742E1,5.092696887E1
1.192009167E1,3.765129089E0,1.875270844E1,-4.700765991E1,5.074997893E1
1.193006467E1,3.615158081E0,1.850427246E1,-4.701586914E1,5.065539871E1
1.194003867E1,3.530731201E0,1.885726929E1,-4.713299561E1,5.088793514E1
1.195001167E1,3.646682739E0,1.885409546E1,-4.700378418E1,5.077529850E1
1.195998467E1,3.631675720E0,1.933721161E1,-4.706265259E1,5.100990188E1
1.196995767E1,3.613189697E0,1.925462341E1,-4.686032104E1,5.079060298E1
1.197993067E1,3.671348572E0,1.920397949E1,-4.696252441E1,5.086993540E1
1.198990467E1,3.725822449E0,1.924739838E1,-4.687469482E1,5.080926207E1
1.199987767E1,3.664062500E0,1.908684540E1,-4.698260498E1,5.084386091E1
1.200985067E1,3.907814026E0,1.912586975E1,-4.698663330E1,5.088038535E1
1.201982367E1,3.746215820E0,1.934996796E1,-4.674887085E1,5.073373945E1
1.202979667E1,3.821220398E0,1.923122406E1,-4.671884155E1,5.066647669E1
1.203977067E1,3.702026367E0,1.950278473E1,-4.679187012E1,5.082856205E1
1.204974367E1,3.735961914E0,1.952794647E1,-4.695468140E1,5.099058942E1
1.205971667E1,3.441528320E0,1.947676086E1,-4.703536987E1,5.102464454E1
1.206968967E1,3.597572327E0,1.947935486E1,-4.682678223E1,5.084422608E1
1.207966367E1,3.727027893E0,1.946112061E1,-4.663952637E1,5.067416868E1
1.208963667E1,3.765983582E0,1.943901825E1,-4.654913330E1,5.058537213E1
1.209960967E1,3.468223572E0,1.950807190E1,-4.698880005E1,5.099549759E1
1.210958267E1,3.490692139E0,1.948244476E1,-4.697680664E1,5.097618020E1
1.211955567E1,3.484352112E0,1.953751373E1,-4.713555908E1,5.114309418E1
1.212952967E1,3.441459656E0,1.976235199E1,-4.674884033E1,5.087089810E1
1.213950267E1,3.479667664E0,1.976963043E1,-4.645776367E1,5.060899307E1
1.214947567E1,3.599327087E0,1.961497498E1,-4.685787964E1,5.092507519E1
1.215944867E1,3.733619690E0,1.967519379E1,-4.623013306E1,5.038132957E1
1.216942167E1,3.654853821E0,1.974648285E1,-4.667306519E1,5.081000448E1
1.217939567E1,3.521949768E0,1.962912750E1,-4.682730103E1,5.089698319E1
1.218936867E1,3.677963257E0,1.959028625E1,-4.668188477E1,5.075928580E1
1.219934167E1,3.593658447E0,1.953967285E1,-4.670159912E1,5.075187244E1
1.220931467E1,3.454414368E0,1.960305786E1,-4.670202637E1,5.076703776E1
1.221928767E1,3.436256409E0,1.950283051E1,-4.686663818E1,5.087877780E1
1.222926167E1,3.308105469E0,1.961396790E1,-4.672329712E1,5.078107711E1
1.223923467E1,3.336334229E0,1.989963531E1,-4.655212402E1,5.073683931E1
1.224920767E1,3.387237549E0,1.957658386E1,-4.622268677E1,5.031155718E1
1.225918067E1,3.340896606E0,1.983303070E1,-4.652487183E1,5.068603748E1
1.226915467E1,3.349311829E0,1.999934387E1,-4.648486328E1,5.071522611E1
1.227912767E1,3.385070801E0,1.958502197E1,-4.628775024E1,5.037447382E1
1.228910067E1,3.290824890E0,1.951856995E1,-4.692736816E1,5.093114945E1
1.229907367E1,3.234565735E0,1.943959808E1,-4.673831177E1,5.072307341E1
1.230904667E1,3.283889771E0,1.934944153E1,-4.669979858E1,5.065625339E1
1.231902067E1,3.114288330E0,1.946520996E1,-4.679299927E1,5.077576165E1
1.232899367E1,3.358062744E0,1.937417603E1,-4.687896729E1,5.083574388E1
1.233896667E1,3.057701111E0,1.921690369E1,-4.693972778E1,5.081315743E1
1.234893967E1,2.980293274E0,1.926895905E1,-4.694619751E1,5.083424428E1
1.235891267E1,3.078544617E0,1.943462372E1,-4.722106934E1,5.115673392E1
1.236888667E1,3.054122925E0,1.956172943E1,-4.705517578E1,5.105074429E1
1.237885967E1,2.952590942E0,1.949471283E1,-4.687857056E1,5.085628770E1
1.238883267E1,2.978919983E0,1.955620575E1,-4.694879150E1,5.094613009E1
1.239880567E1,2.728378296E0,1.955776978E1,-4.707019043E1,5.104462003E1
1.240877867E1,2.934593201E0,1.959272003E1,-4.711810303E1,5.111361999E1
1.241875267E1,2.974357605E0,1.950136566E1,-4.716622925E1,5.112536794E1
1.242872567E1,2.531730652E0,1.926230621E1,-4.713967896E1,5.098622787E1
1.243869867E1,2.867553711E0,1.973069763E1,-4.729122925E1,5.132235046E1
1.244867167E1,2.922439575E0,1.962618256E1,-4.717904663E1,5.118193173E1
1.245864567E1,3.119400024E0,1.943697357E1,-4.706982422E1,5.102053459E1
1.246861867E1,3.154289246E0,1.941085052E1,-4.721716309E1,5.114871600E1
1.247859167E1,2.864105225E0,1.929025269E1,-4.697726440E1,5.086433248E1
1.248856467E1,2.838150024E0,1.930821228E1,-4.695037842E1,5.084486396E1
1.249853767E1,3.007804871E0,1.932260132E1,-4.704669189E1,5.094900421E1
1.250851167E1,3.005012512E0,1.962172699E1,-4.677264404E1,5.081065342E1
1.251848467E1,3.231163025E0,1.961985016E1,-4.686758423E1,5.091119117E1
1.252845767E1,3.094009399E0,1.960441589E1,-4.695834351E1,5.098031033E1
1.253843067E1,3.179489136E0,1.966310883E1,-4.682559204E1,5.088598107E1
1.254840467E1,3.013557434E0,1.962580872E1,-4.691223145E1,5.094125396E1
1.255837767E1,2.931358337E0,1.950789642E1,-4.681460571E1,5.080116330E1
1.256835067E1,2.771774292E0,1.937301636E1,-4.704061890E1,5.094915428E1
1.257832367E1,2.849792480E0,1.952645874E1,-4.696310425E1,5.094052482E1
1.258829667E1,2.816268921E0,1.924933624E1,-4.684332275E1,5.072243294E1
1.259827067E1,2.783607483E0,1.939313507E1,-4.656274414E1,5.051664380E1
1.260824367E1,2.824317932E0,1.933360291E1,-4.650634766E1,5.044408137E1
1.261821667E1,2.846023560E0,1.917955017E1,-4.684429932E1,5.069855396E1
1.262818967E1,2.794258118E0,1.908078766E1,-4.672894287E1,5.055174021E1
1.263816267E1,2.922904968E0,1.934686279E1,-4.703036499E1,5.093819495E1
1.264813667E1,2.839141846E0,1.902224731E1,-4.680767822E1,5.060499343E1
1.265810967E1,2.867607117E0,1.927301788E1,-4.709310913E1,5.096502052E1
1.266808267E1,3.093803406E0,1.937936401E1,-4.708776855E1,5.101361893E1
1.267805567E1,2.969718933E0,1.925774384E1,-4.733013916E1,5.118419679E1
1.268802967E1,3.176536560E0,1.922355652E1,-4.709793091E1,5.096911423E1
1.269800267E1,3.184104919E0,1.889409637E1,-4.707144165E1,5.082170817E1
1.270797567E1,3.283782959E0,1.904791260E1,-4.702783203E1,5.084509013E1
1.271794867E1,3.107284546E0,1.894088745E1,-4.728067017E1,5.102817071E1
1.272792167E1,3.180747986E0,1.891284943E1,-4.753616333E1,5.125914411E1
1.273789567E1,3.240074158E0,1.928195953E1,-4.756219482E1,5.142425907E1
1.274786867E1,3.094154358E0,1.914870453E1,-4.775027466E1,5.153964888E1
1.275784167E1,3.040100098E0,1.898986816E1,-4.767712402E1,5.140977978E1
1.276781467E1,3.099830627E0,1.937031555E1,-4.768518066E1,5.156253029E1
1.277778867E1,3.447837830E0,1.930107880E1,-4.724157715E1,5.114866411E1
1.278776167E1,3.532920837E0,1.934777832E1,-4.712020874E1,5.106008350E1
1.279773467E1,3.673347473E0,1.918611908E1,-4.749130249E1,5.135196646E1
1.280770767E1,3.670776367E0,1.918647766E1,-4.749234009E1,5.135287617E1
1.281768067E1,3.240325928E0,1.922270203E1,-4.741052246E1,5.126177548E1
1.282765429E1,3.365280151E0,1.916175079E1,-4.753082275E1,5.135831886E1
1.283762729E1,3.274124146E0,1.883751678E1,-4.719143677E1,5.091761612E1
1.284760029E1,3.375740051E0,1.888853455E1,-4.718753052E1,5.093952684E1
1.285757329E1,3.437812805E0,1.903035736E1,-4.707281494E1,5.089030325E1
1.286754729E1,3.384719849E0,1.893785858E1,-4.692181396E1,5.071247817E1
1.287752029E1,3.712242126E0,1.892758942E1,-4.732272339E1,5.110258831E1
1.288749329E1,3.610115051E0,1.890729523E1,-4.701303101E1,5.080102192E1
1.289746629E1,3.404647827E0,1.908036041E1,-4.713626099E1,5.096546753E1
1.290743929E1,3.548606873E0,1.917493439E1,-4.719866943E1,5.106843561E1
1.291741329E1,3.565345764E0,1.885882568E1,-4.716952515E1,5.092475920E1
1.292738629E1,3.471351624E0,1.884374237E1,-4.679376221E1,5.056474157E1
1.293735929E1,3.747566223E0,1.900361633E1,-4.717706299E1,5.099859761E1
1.294733229E1,3.813583374E0,1.892690277E1,-4.736828613E1,5.115198528E1
1.295730629E1,3.831069946E0,1.892558289E1,-4.761441040E1,5.138080247E1
1.296727929E1,3.697601318E0,1.882177734E1,-4.761462402E1,5.133306906E1
1.297725229E1,4.022743225E0,1.870882416E1,-4.785772705E1,5.154187233E1
1.298722529E1,4.111907959E0,1.867644501E1,-4.764688110E1,5.134143224E1
1.299719829E1,3.891784668E0,1.861380768E1,-4.730670166E1,5.098572198E1
1.300717229E1,3.734146118E0,1.883925629E1,-4.708831787E1,5.085441087E1
1.301714529E1,4.055152893E0,1.904755402E1,-4.722854614E1,5.108609546E1
1.302711829E1,4.173065186E0,1.885308838E1,-4.719720459E1,5.099440690E1
1.303709129E1,4.309623718E0,1.865620422E1,-4.748446655E1,5.119962282E1
1.304706529E1,4.260833740E0,1.844567108E1,-4.771862793E1,5.133677958E1
1.305703829E1,4.240112305E0,1.846084595E1,-4.732925415E1,5.097881603E1
1.306701129E1,4.422363281E0,1.872568512E1,-4.759783936E1,5.133968145E1
1.307698429E1,4.612892151E0,1.879202271E1,-4.737963867E1,5.117859955E1
1.308695729E1,4.732429504E0,1.831377411E1,-4.729635620E1,5.093854651E1
1.309693129E1,4.616149902E0,1.857153320E1,-4.727282715E1,5.099932227E1
1.310690429E1,4.642608643E0,1.873724365E1,-4.709832764E1,5.090079155E1
1.311687729E1,4.592163086E0,1.843266296E1,-4.713891602E1,5.082251892E1
1.312685029E1,4.764755249E0,1.852959442E1,-4.716671753E1,5.089939100E1
1.313682429E1,4.525466919E0,1.852596283E1,-4.724478149E1,5.094860673E1
1.314679729E1,4.481193542E0,1.866551208E1,-4.733926392E1,5.108315128E1
1.315677029E1,4.273994446E0,1.844194794E1,-4.714639282E1,5.080506696E1
1.316674329E1,4.254005432E0,1.834506989E1,-4.711132812E1,5.073574075E1
1.317671629E1,4.263069153E0,1.854101562E1,-4.719177246E1,5.088227989E1
1.318669029E1,4.356254578E0,1.867361450E1,-4.721582031E1,5.096091169E1
1.319666329E1,4.458824158E0,1.847412109E1,-4.736581421E1,5.103620890E1
1.320663629E1,4.287895203E0,1.872049713E1,-4.716033936E1,5.092092562E1